|Index|Comment|Positive
69|69|I found this coffee too light and sweet for my personal tastes, but I appreciate that others will probably like it.  There's very little earthiness or smokiness, yet it has a heavier mouth feel.  It drinks fairly smooth, though the acidity is noticeable after a few sips.  There is a distinct caramel/toffee sweetness that lingers in the aftertaste.|1
70|70|I LOVE this coffee. It's flavorful without being overpowering. I highly recommend this. However, I placed my order on 12-23. The package said it was roasted on 9/28 and freshest by 12/17. If anyone appreciates fresh coffee, just be aware and see if you can find out about dates before purchasing.|1
71|71|I got teo packages of this coffee and the best purchased by date is in a week! The guaranteed fresh date is also only one week from today. It was a subscribe and save order but I am not buying this product again|0
72|72|Good taste for coffee and good price. I do not like acidic tasting coffee, and this coffee does not taste acidic while giving a good flavor. Whole bean so you can grind the beans yourself!|1
73|73|Good taste for coffee and good price. I do not like acidic tasting coffee, and this coffee does not taste acidic while giving a good flavor. Whole bean so you can grind the beans yourself!|1
74|74|This coffee is special.  You cannot tell it is a decaf coffee, so you get real, full bodied flavor without the caffeine jitters.  I make a big thermos and I drink it all day at work.  Of course, you still get some caffeine, but that’s not a bad thing.  This particular blend is their most popular.|1
75|75|I'm a die hard coffee lover who has had to drink decaf for the last 15 years.  I like a dark, robust coffee. This is absolutely the best and the closest there is to drinking a full bodied caffeinated coffee. Love it and will continue to buy it. I can also find it locally and when on sale it's less that he Amazon price. Good to shop around.|1
76|76|"I bought 3 bags of coffee and when I received them, they were almost at their ""freshest by"" date.  It is not possible to use that much coffee in the space of a week!  This is the second time this has happened to me.  This is my favorite coffee but I will stop buying it through Amazon if you can't supply coffee that is almost past its best."|0
77|77|This is the best de-caf.  expensive but worth the price.  It can stand alone and hold it's own. sometimes, I use half decaf and half caf depending on the time of day.  For my money, Peet's is the best coffee any6way.  I look for a sale too.  I dk if Amazon has sales on this item.  TRY this decaf if you like French roast.  You will love it. You won't be able to tell the difference between the decaf and regular.  I mix it with other coffee too.|1
78|78|This is one of my all-time favorite brands of coffee! As an avid coffee drinker for the past 10 years, this is my go-to blend for my cup o' Joe! I highly recommend this - and the price is fairly comparable to your local grocery store. Very pleased!|1
79|79|great tasting for capuccino in an aeropress.|1
80|80|I can't drink coffee too late at night, but my husband has a cup after dinner every night.  Sometimes when I'm feeling jealous of his steaming cup of coffee, I have a cup too and regret it later when I can't get to sleep.  This has been my solution!  This decaf coffee has me fooled,  I can't tell a difference in the taste from this and the caffeinated variety.|1
81|81|Best decaf ever. At the time I bought it was around six dollars and now amazon isn’t selling anymore, so I’m going to assume it was old stock. Still tasted good- I use a 12 oz French press if that is information you need. If you see this at the store, stock up!|1
82|82|I'm always on the lookout for good strong coffee. So when I was on a trip to California and had my first cup of Peets Coffee at a cafe, I decided to order some via Amazon when I got back. Major Dickason's Blend is justifiably a dark/deep roast and did not disappoint. I prefer a dark roast but if you prefer a medium roast this is still a good option (I would just use a little less grounds) but the flavor is good either way. I am giving it 4 stars because for an inexpensive coffee this is a great option. I've spent a lot more money on other coffees that did not have the taste or quality that Peets Coffee has.|1
83|83|My son says that Peet's Coffee is the best coffee because it tastes so fresh.  It tends to be one of the most expensive grocery store brands so I usually buy it from Amazon for slightly less.  This was the first time I bought the light roast and my son liked it very much.|1
84|84|"The best part of the coffee is no bitter aftertaste as in some.  I am not sure if it's worth the price or not though, and probably won't order again as I'm not a ""coffee snob"".  LOL.  It is recommended online as one of the top 2 brands, so wanted to give it a try."|1
85|85|Really like this coffee. I was given a Dash Button as a present to be able to order this easily.Unfortunately the last two orders I’ve received were either past expiration date or within 2days of the expiration. I’m very disappointed in Amazon not sending fresh products.|0
